연번,시도,시군구,읍면동,우편번호,주소
2868,전남,여수시,광림동 주민센터,59718,전라남도 여수시 광무3길 38-5
2869,전남,여수시,국동 주민센터,59761,전라남도 여수시 국동남5길 22
2870,전남,여수시,대교동 주민센터,59762,전라남도 여수시 봉산남2길 7-7
2871,전남,여수시,동문동 주민센터,59742,전라남도 여수시 관문1길 19
2872,전남,여수시,둔덕동 주민센터,59695,전라남도 여수시 좌수영로 509
2873,전남,여수시,만덕동 주민센터,59723,전라남도 여수시 덕충안길 95
2874,전남,여수시,묘도동 주민센터,59617,전라남도 여수시 묘도1길 60
2875,전남,여수시,문수동 행정복지센터,59702,전라남도 여수시 문수4길 1
2876,전남,여수시,미평동 행정복지센터,59629,전라남도 여수시 미평3길 42
2877,전남,여수시,삼일동 주민센터,59619,전라남도 여수시 상암3길 13
2878,전남,여수시,서강동 주민센터,59751,전라남도 여수시 서교1길 28
2879,전남,여수시,시전동 주민센터,59685,전라남도 여수시 시전6길 16
2880,전남,여수시,쌍봉동 주민센터,59677,전라남도 여수시 흥국로 25
2881,전남,여수시,여서동 주민센터,59711,전라남도 여수시 여서동5길 17
2882,전남,여수시,여천동 주민센터,59633,전라남도 여수시 무선로 190
2883,전남,여수시,월호동 주민센터,59760,전라남도 여수시 어항단지로 5
2884,전남,여수시,주삼동 주민센터,59631,전라남도 여수시 여수산단로 35
2885,전남,여수시,중앙동 주민센터,59737,전라남도 여수시 중앙로 99
2886,전남,여수시,충무동 주민센터,59728,전라남도 여수시 연등1길 26
2887,전남,여수시,한려동 주민센터,59744,전라남도 여수시 공화남3길 5
2888,경북,경산시,압량읍 행정복지센터,38509,경상북도 경산시 압량읍 부적길 35
2889,경북,경산시,진량읍 행정복지센터,38487,경상북도 경산시 진량읍 다문로 50
2890,경북,경산시,하양읍 행정복지센터,38431,경상븍도 경산시 하양읍 문화로 36
2891,경북,경산시,남산면 행정복지센터,38572,경상북도 경산시 남산면 하남로 323
2892,경북,경산시,남천면 행정복지센터,38695,경상북도 경산시 남천면 남천로 465
2893,경북,경산시,와촌면 행정복지센터,38412,경상북도 경산시 와촌면 금송로 416
2894,경북,경산시,용성면 행정복지센터,38561,경상북도 경상븍도 경산시 용성면 원효로 1423
2895,경북,경산시,자인면 행정복지센터,38555,경상북도 경산시 자인면 일연로 82
2896,경북,경산시,남부동 행정복지센터,38645,경상북도 경산시 경안로68
2897,경북,경산시,동부동 행정복지센터,38603,경상북도 경산시 백자로 46
2898,경북,경산시,북부동 행정복지센터,38615,경상북도 경산시 중방로 125
2899,경북,경산시,서부1동 행정복지센터,38678,경상북도 경산시 경산로 135
2900,경북,경산시,서부2동 행정복지센터,38660,경상북도 경산시 경산로44길 7
2901,경북,경산시,중방동 행정복지센터,38624,경상북도 경산시 중앙초등길 62
2902,경북,경산시,중앙동 행정복지센터,38634,경상북도 경산시 경안로30길 18
2903,경북,경주시,감포읍 행정복지센터,38125,경상북도 경주시 감포읍 감포로8길 14-8
2904,경북,경주시,건천읍 행정복지센터,38178,경상북도 경주시 건천읍 내서로 1106
2905,경북,경주시,북경주 행정복지센터(안강읍),38023,경상북도 경주시 안강읍 비화원로 47
2906,경북,경주시,외동읍 행정복지센터,38213,경상북도 경주시 외동읍 읍청사로 25
2907,경북,경주시,강동면 행정복지센터,38004,경상북도 경주시 강동면 강동로 19
2908,경북,경주시,내남면 행정복지센터,38193,경상북도 경주시 내남면 이조중앙길 31
2909,경북,경주시,문무대왕면 행정복지센터,38121,경상북도 경주시 문무대왕면 어일중앙길 24
2910,경북,경주시,산내면 행정복지센터,38186,경상북도 경주시 산내면 문복로 1822
2911,경북,경주시,서면 행정복지센터,38053,경상북도 경주시 서면 내서로 458
2912,경북,경주시,양남면 행정복지센터,38220,경상북도 경주시 양남면 다래길 8
2913,경북,경주시,천북면 행정복지센터,38035,경상북도 경주시 천북면 천북로 383
2914,경북,경주시,현곡면 행정복지센터,38051,경상북도 경주시 현곡면 금장2길 12
2915,경북,경주시,동천동 행정복지센터,38103,경상북도 경주시 대안길 45
2916,경북,경주시,보덕동 행정복지센터,38118,경상북도 경주시 경감로 593
2917,경북,경주시,불국동 행정복지센터,38129,경상북도 경주시 산업로 3008
2918,경북,경주시,선도동 행정복지센터,38057,경상북도 경주시 태종로 416
2919,경북,경주시,성건동 행정복지센터,38135,경상북도 경주시 금성로 370
2920,경북,경주시,용강동 행정복지센터,38095,경상북도 경주시 토용길 20
2921,경북,경주시,월성동 행정복지센터,38164,경상북도 경주시 원화로 177
2922,경북,경주시,황남동 행정복지센터,38167,경상북도 경주시 첨성로 47
2923,경북,경주시,황성동 행정복지센터,38074,경상북도 경주시 갓뒤동녘길 37
2924,경북,경주시,황오동 행정복지센터,38146,경상북도 경주시 북성로 130
2925,경북,고령군,대가야읍사무소,40136,경상북도 고령군 대가야읍 중앙로 1
2926,경북,고령군,개진면사무소,40147,경상북도 고령군 개진면 개경포로 589-9
2927,경북,고령군,다산면사무소,40109,경상북도 고령군 다산면 다산로 681
2928,경북,고령군,덕곡면사무소,40127,경상북도 고령군 덕곡면 덕운로 570
2929,경북,고령군,성산면 행정복지센터,40118,경상북도 고령군 성산면 성산로 897
2930,경북,고령군,쌍림면사무소,40163,경상북도 고령군 쌍림면 대가야로 613
2931,경북,고령군,우곡면사무소,40152,경상북도 고령군 우곡면 도진3길 19-15
2932,경북,고령군,운수면사무소,40123,경상북도 고령군 운수면 운용로 106
2933,경북,구미시,고아읍 행정복지센터,39142,경상북도 구미시 고아읍 선산대로 980
2934,경북,구미시,산동읍 행정복지센터,39159,경상북도 구미시 산동읍 강동로 1038-5
2935,경북,구미시,선산읍 행정복지센터,39119,경상북도 구미시 선산읍 선산중앙로 71-1
2936,경북,구미시,도개면 행정복지센터,39103,경상북도 구미시 도개면 도안로 103
2937,경북,구미시,무을면 행정복지센터,39101,경상북도 구미시 무을면 상무로 981
2938,경북,구미시,옥성면 행정복지센터,39102,경상북도 구미시 옥성면 주아령로 415
2939,경북,구미시,장천면 행정복지센터,39453,경상북도 구미시 장천면 강동로 184
2940,경북,구미시,해평면 행정복지센터,39154,경상북도 구미시 해평면 강동로 1672
2941,경북,구미시,공단동 행정복지센터,39375,경상북도 구미시 1공단로 198-8 (공단동)
2942,경북,구미시,광평동 행정복지센터,39345,경상북도 구미시 광평길 55 (광평동)
2943,경북,구미시,도량동 행정복지센터,39198,경상북도 구미시 문장로12길 1 (도량동)
2944,경북,구미시,비산동 행정복지센터,39257,경상북도 구미시 비산로 4  (공단동)
2945,경북,구미시,상모사곡동 행정복지센터,39325,경상북도 구미시 상사서로 199 (사곡동)
2946,경북,구미시,선주원남동 행정복지센터,39210,경상북도 구미시 봉곡로 42 (봉곡동)
2947,경북,구미시,송정동 행정복지센터,39280,경상북도 구미시 송원동로 10 (송정동)
2948,경북,구미시,신평1동 행정복지센터,39237,경상북도 구미시 칠성로 32 (신평동)
2949,경북,구미시,신평2동 행정복지센터,39250,경상북도 구미시 신비로7길 9 (신평동)
2950,경북,구미시,양포동 행정복지센터,39184,경상북도 구미시 산호대로35길 6 (옥계동)
2951,경북,구미시,원평동 행정복지센터,39227,경상북도 구미시 구미중앙로25길 20 (원평동)
2952,경북,구미시,인동동 행정복지센터,39434,경상북도 구미시 인동15길 42 (인의동)
2953,경북,구미시,임오동 행정복지센터,39351,경상북도 구미시 임은길 61 (임은동)
2954,경북,구미시,지산동 행정복지센터,39192,경상북도 구미시 선산대로 105 (지산동)
2955,경북,구미시,진미동 행정복지센터,39397,경상북도 구미시 이계북로 149 (진평동)
2956,경북,구미시,형곡1동 행정복지센터,39293,경상북도 구미시 경은로 52 (형곡동)
2957,경북,구미시,형곡2동 행정복지센터,39318,경상북도 구미시 형곡로 180 (형곡동)
2958,경북,김천시,아포읍 행정복지센터,39674,경상북도 김천시 아포읍 국사길 63
2959,경북,김천시,감문면 행정복지센터,39512,경상북도 김천시 감문면 감문로 1055
2960,경북,김천시,감천면 행정복지센터,39681,경상북도 김천시 감천면 금감로 1552
2961,경북,김천시,개령면 행정복지센터,39515,경상북도 김천시 개령면 동부길 59-14
2962,경북,김천시,구성면 행정복지센터,39685,경상북도 김천시 구성면 상좌원1길 16
2963,경북,김천시,남면 행정복지센터,39661,경상북도 김천시 남면 옥산길 44
2964,경북,김천시,농소면 행정복지센터,39659,경상북도 김천시 농소면 농남로 42
2965,경북,김천시,대덕면 행정복지센터,39698,경상북도 김천시 대덕면 남김천대로 721
2966,경북,김천시,대항면 행정복지센터,39564,경상북도 김천시 대항면 황악로 1563
2967,경북,김천시,봉산면 행정복지센터,39563,경상북도 김천시 봉산면 예지송정길 11
2968,경북,김천시,부항면 행정복지센터,39689,경상북도 김천시 부항면 부항로 834
2969,경북,김천시,어모면 행정복지센터,39504,경상북도 김천시 어모면 어모로 279
2970,경북,김천시,조마면 행정복지센터,39693,경상북도 김천시 조마면 강곡1길 32
2971,경북,김천시,증산면 행정복지센터,39696,경상북도 김천시 증산면 증산로 945-7
2972,경북,김천시,지례면 행정복지센터,39691,경상북도 김천시 지례면 상부길 101
2973,경북,김천시,대곡동 행정복지센터,39629,경상북도 김천시 부곡길 2(부곡동)
2974,경북,김천시,대신동 행정복지센터,39547,경상북도 김천시 신양1길 22(신음동)
2975,경북,김천시,양금동 행정복지센터,39618,경상북도 김천시 강변로 178(황금동)
2976,경북,김천시,율곡동 행정복지센터,39660,경상북도 김천시 혁신4로 21(율곡동)
2977,경북,김천시,자산동 행정복지센터,39578,경상북도 김천시 용암로 27(모암동)
2978,경북,김천시,지좌동 행정복지센터,39649,경상북도 김천시 영남대로 1940(지좌동)
2979,경북,김천시,평화남산동 행정복지센터,39611,경상북도 김천시 평화순환길 291(평화동)
2980,경북,문경시,가은읍 행정복지센터,36996,경상북도 문경시 가은읍 가은로 123
2981,경북,문경시,문경읍 행정복지센터,36916,경상북도 문경시 문경읍 청운로 55
2982,경북,문경시,농암면 행정복지센터,37000,경상북도 문경시 농암면 농암길 50
2983,경북,문경시,동로면 행정복지센터,36902,경상북도 문경시 동로면 벌재장터길 8
2984,경북,문경시,마성면 행정복지센터,36924,경상북도 문경시 마성면 은성로 166
2985,경북,문경시,산북면 행정복지센터,36910,경상북도 문경시 산북면 금천로 586
2986,경북,문경시,산양면 행정복지센터,36935,경상북도 문경시 산양면 불암2길 8-
2987,경북,문경시,영순면 행정복지센터,36942,경상북도 문경시 영순면 산남로 23
2988,경북,문경시,호계면 행정복지센터,36929,경상북도 문경시 호계면 막곡장터길 1
2989,경북,문경시,점촌1동 행정복지센터,36969,경상북도 문경시 점촌로 54-3
2990,경북,문경시,점촌2동 행정복지센터,36949,경상북도 문경시 중앙로 50
2991,경북,문경시,점촌3동 행정복지센터,36962,경상북도 문경시 신흥로 254
2992,경북,문경시,점촌4동 행정복지센터,36991,경상북도 문경시 공평로 71
2993,경북,문경시,점촌5동 행정복지센터,36978,경상북도 문경시 매봉로 65
2994,경북,봉화군,봉화읍사무소,36238,경상북도 봉화군 봉화읍 내성로3길 9
2995,경북,봉화군,명호면사무소,36252,경상북도 봉화군 명호면 도천길 18
2996,경북,봉화군,물야면사무소,36202,경상북도 봉화군 물야면 문수로 991
2997,경북,봉화군,법전면사무소,36219,경상북도 봉화군 법전면 법전로 100
2998,경북,봉화군,봉성면사무소,36230,경상북도 봉화군 봉성면 옥마로 23
2999,경북,봉화군,상운면사무소,36244,경상북도 봉화군 상운면 예봉로 1281
3000,경북,봉화군,석포면사무소,36272,경상북도 봉화군 석포면 석포로1길 55
3001,경북,봉화군,소천면사무소,36266,경상북도 봉화군 소천면 소천로 1294
3002,경북,봉화군,재산면사무소,36262,경상북도 봉화군 재산면 대내골길 4
3003,경북,봉화군,춘양면사무소,36216,경상북도 봉화군 춘양면 의양로5길 19
3004,경북,상주시 ,함창읍 행정복지센터,37115,경상북도 상주시 함창읍 함창중앙로 135
3005,경북,상주시 ,공검면 행정복지센터,37132,경상북도 상주시 공검면 비재로 1308
3006,경북,상주시 ,공성면 행정복지센터,37267,경상북도 상주시 공성면 공성중앙로 67
3007,경북,상주시 ,낙동면 행정복지센터,37249,경상북도 상주시 낙동면 상촌1길 29
3008,경북,상주시 ,내서면 행정복지센터,37150,경상북도 상주시 내서면 신촌2길 8
3009,경북,상주시 ,모동면 행정복지센터,37271,경상북도 상주시 모동면 용호3길 5
3010,경북,상주시 ,모서면 행정복지센터,37275,경상북도 상주시 모서면 중화로 901
3011,경북,상주시 ,사벌국면 행정복지센터,37127,경상북도 상주시 사벌국면 덕담1길 39
3012,경북,상주시 ,외남면 행정복지센터,37259,경상북도 상주시 외남면 석단로 932
3013,경북,상주시 ,외서면 행정복지센터,37136,경상북도 상주시 외서면 가곡1길 2
3014,경북,상주시 ,은척면 행정복지센터,37104,경상북도 상주시 은척면 봉중2길 2
3015,경북,상주시 ,이안면 행정복지센터,37107,경상북도 상주시 이안면 양범안룡길 46
3016,경북,상주시 ,중동면 행정복지센터,37245,경상북도 상주시 중동면 공산로 9
3017,경북,상주시 ,청리면 행정복지센터,37255,경상북도 상주시 청리면 원장1길 12
3018,경북,상주시 ,화남면 행정복지센터,37137,경상북도 상주시 화남면 평온동관로 3
3019,경북,상주시 ,화동면 행정복지센터,37146,경상북도 상주시 화동면 이소1길 42-5
3020,경북,상주시 ,화북면 행정복지센터,37102,경상북도 상주시 화북면 문장로 1739
3021,경북,상주시 ,화서면 행정복지센터,37139,경상북도 상주시 화서면 화령로 45
3022,경북,상주시 ,계림동 행정복지센터,37176,경상북도 상주시 냉림1길 50
3023,경북,상주시 ,남원동 행정복지센터,37200,경상북도 상주시 중앙로 132
3024,경북,상주시 ,동문동 행정복지센터,37233,경상북도 상주시 복룡2길 23
3025,경북,상주시 ,동성동 행정복지센터,37232,경상북도 상주시 성동새싹길 42
3026,경북,상주시 ,북문동 행정복지센터,37160,경상북도 상주시 북천로 63
3027,경북,상주시 ,신흥동 행정복지센터,37218,경상북도 상주시 상산로 141
3028,경북,성주군,성주읍 행정복지센터,40029,경상북도 성주군 성주읍 성주읍1길 13
3029,경북,성주군,가천면 행정복지센터,40060,경상북도 성주군 가천면 가천로 63
3030,경북,성주군,금수강산면 행정복지센터,40059,경상북도 성주군 금수강산면 성주로 1883
3031,경북,성주군,대가면 행정복지센터,40056,경상북도 성주군 대가면 동강한강로 891
3032,경북,성주군,벽진면 행정복지센터,40002,경상북도 성주군 벽진면 수촌길 12
3033,경북,성주군,선남면 행정복지센터,40045,경상북도 성주군 선남면 관화길 96
3034,경북,성주군,수륜면 행정복지센터,40064,경상북도 성주군 수륜면 참별로 915
3035,경북,성주군,용암면 행정복지센터,40053,경상북도 성주군 용암면 운용로 1031
3036,경북,성주군,월항면 행정복지센터,40038,경상북도 성주군 월항면 주산로 366
3037,경북,성주군,초전면 행정복지센터,40013,경상북도 성주군 초전면 대장길 107
3038,경북,안동시,풍산읍 행정복지센터,36621,경상북도 안동시 풍산읍 풍산중앙길 99
3039,경북,안동시,길안면 행정복지센터,36735,경상북도 안동시 길안면 길안청송로 3
3040,경북,안동시,남선면 행정복지센터,36741,경상북도 안동시 남선면 충효로 3866
3041,경북,안동시,남후면 행정복지센터,36755,경상북도 안동시 남후면 남일로 1465-9
3042,경북,안동시,녹전면 행정복지센터,36601,경상북도 안동시 녹전면 녹전로 713
3043,경북,안동시,도산면 행정복지센터,36004,경상북도 안동시 도산면 퇴계로 2580
3044,경북,안동시,북후면 행정복지센터,36614,경상북도 안동시 북후면 북평로 877
3045,경북,안동시,서후면 행정복지센터,36616,경상북도 안동시 서후면 서후중앙길 20
3046,경북,안동시,예안면 행정복지센터,36608,경상북도 안동시 예안면 임예로 1918
3047,경북,안동시,와룡면 행정복지센터,36611,경상북도 안동시 와룡면 퇴계로 823
3048,경북,안동시,일직면 행정복지센터,35756,경상북도 안동시 일직면 중앙통길 12
3049,경북,안동시,임동면 행정복지센터,36732,경상북도 안동시 임동면 편항1길 11
3050,경북,안동시,임하면 행정복지센터,36738,경상북도 안동시 임하면 충효로 3254
3051,경북,안동시,풍천면 행정복지센터,36760,경상북도 안동시 풍천면 지풍로 1471
3052,경북,안동시,강남동 행정복지센터,36747,경상북도 안동시 강남5길 185
3053,경북,안동시,명륜동 행정복지센터,36679,경상북도 안동시 퇴계로 221
3054,경북,안동시,서구동 행정복지센터,36712,경상북도 안동시 안기천로 78
3055,경북,안동시,송하동 행정복지센터,36641,경상북도 안동시 송하1길 60
3056,경북,안동시,안기동 행정복지센터,36626,경상북도 안동시 제비원로 355
3057,경북,안동시,옥동 행정복지센터,36664,경상북도 안동시 옥동3길 27
3058,경북,안동시,용상동 행정복지센터,36679,경상북도 안동시 전거리1길 93
3059,경북,안동시,중구동 행정복지센터,36704,경상북도 안동시 서동문로 238
3060,경북,안동시,태화동 행정복지센터,36676,경상북도 안동시 태화중앙로100
3061,경북,안동시,평화동 행정복지센터,36653,경상북도 안동시 안기천로 117
3062,경북,영덕군,영덕읍 행정복지센터,36439,경상북도 영덕군 영덕읍 우곡길 62
3063,경북,영덕군,강구면 행정복지센터,36456,경상북도 영덕군 강구면 동해대로 4526
3064,경북,영덕군,남정면사무소,36463,경상북도 양덕군 남정면 진불길 43
3065,경북,영덕군,달산면사무소,36448,경상북도 영덕군 달산면 팔각산로 1829
3066,경북,영덕군,병곡면사무소,36404,경상북도 영덕군 병곡면 병곡길 72
3067,경북,영덕군,영해면 행정복지센터,36413,경상북도 영덕군 영해면 예주3길 7
3068,경북,영덕군,지품면사무소,36444,경상북도 영덕군 지품면 경동로 7153
3069,경북,영덕군,창수면사무소,36401,경상북도 영덕군 창수면 신기길 5
3070,경북,영덕군,축산면사무소,36419,경상북도 영덕군 축산면 도곡길 67
3071,경북,영양군,영양읍 행정복지센터,36537,경상북도 영양군 영양읍 군청길 53
3072,경북,영양군,석보면사무소,36560,경상북도 영양군 석보면 원리3길23
3073,경북,영양군,수비면 행정복지센터,36521,경상북도 영양군 수비면 한티로 503
3074,경북,영양군,일월면사무소,36515,경상북도 영양군 일월면 영양로 2419
3075,경북,영양군,입암면 행정복지센터,36548,경상북도 영양군 입암면 조기리길 10
3076,경북,영양군,청기면사무소,36507,경상북도 영양군 청기면 청기1길 9-6
3077,경북,영주시,풍기읍 행정복지센터,36036,경상북도 영주시 풍기읍 남원로 80
3078,경북,영주시,단산면 행정복지센터,36008,경상북도 영주시 단산면 옥대로 36
3079,경북,영주시,문수면 행정복지센터,36171,경상북도 영주시 문수면 문수로1363번길 35
3080,경북,영주시,봉현면 행정복지센터,36044,경상북도 영주시 봉현면 오현로 27
3081,경북,영주시,부석면 행정복지센터,36004,경상북도 영주시 부석면 부석로 49
3082,경북,영주시,순흥면 행정복지센터,36016,경상북도 영주시 순흥면 순흥로 67
3083,경북,영주시,안정면 행정복지센터,36050,경상북도 영주시 안정면 신재로537
3084,경북,영주시,이산면 행정복지센터,36170,경상북도 영주시 이산면 이산로 201
3085,경북,영주시,장수면 행정복지센터,36145,경상북도 영주시 장수면 장수로 50
3086,경북,영주시,평은면 행정복지센터,36174,경상북도 영주시 평은면 신평로 29
3087,경북,영주시,가흥1동 행정복지센터,36137,경상북도 영주시 대동로13번길 9(가흥동)
3088,경북,영주시,가흥2동 행정복지센터,36057,경상북도 영주시 가흥로 357
3089,경북,영주시,상망동 행정복지센터,36068,경상북도 영주시 광복로87
3090,경북,영주시,영주1동 행정복지센터,36073,경상북도 영주시 광복로 47
3091,경북,영주시,영주2동 행정복지센터,36099,경상북도 영주시 선비로 181번길 10 (가흥동)
3092,경북,영주시,하망동 행정복지센터,36089,경상북도 영주시 번영로280번길 21
3093,경북,영주시,휴천1동 행정복지센터,36162,경상북도 영주시 남간로 18
3094,경북,영주시,휴천2동 행정복지센터,36118,경상북도 영주시 대학로 22
3095,경북,영주시,휴천3동 행정복지센터,36150,경상북도 영주시 구성로273번길 30
3096,경북,영천시,금호읍 행정복지센터,38877,경상북도 영천시 금호읍 금호로 153
3097,경북,영천시,고경면 행정복지센터,38901,경상북도 영천시 호국로 1065-25
3098,경북,영천시,대창면 행정복지센터,38911,경상북도 영천시 대창면 금박로 1057-7
3099,경북,영천시,북안면 행정복지센터,38907,경상북도 영천시 북안면 운북로 1995
3100,경북,영천시,신녕면 행정복지센터,38803,경상북도 영천시 신녕면 화성중앙길 30
3101,경북,영천시,임고면 행정복지센터,38817,경상북도 영천시 임고면 포은로 491
3102,경북,영천시,자양면 행정복지센터,38814,경상북도 영천시 자양면 포은로 1631
3103,경북,영천시,청통면 행정복지센터,38869,경상북도 영천시 금송로 978
3104,경북,영천시,화남면 행정복지센터,38810,경상북도 영천시 화남면 신화로 1197
3105,경북,영천시,화북면 행정복지센터,38813,경상북도 영천시 화북면 화북길 93
3106,경북,영천시,화산면 행정복지센터,38807,경상북도 영천시 화산면 연지길 16
3107,경북,영천시,남부동 행정복지센터,38896,경상북도 영천시 쇠늘안길 5(도동)
3108,경북,영천시,동부동 행정복지센터,38858,경상북도 영천시 상록4길 63
3109,경북,영천시,서부동 행정복지센터,38839,경상북도 영천시 장수로 19 (화룡동)
3110,경북,영천시,완산동 행정복지센터,38894,경상북도 영천시 시장로 151
3111,경북,영천시,중앙동 행정복지센터,38838,경상북도 영천시 문내동 2-4
3112,경북,예천군,예천읍 행정복지센터,36822,경상북도 예천군 예천읍 서본리 1-6
3113,경북,예천군,호명읍 행정복지센터,36848,경상북도 예천군 호명읍 오천리 157-3
3114,경북,예천군,감천면 행정복지센터,36810,경상북도 예천군 감천면 충효로 1389
3115,경북,예천군,개포면 행정복지센터,36844,경상북도 예천군 개포면 신음리길 28-8
3116,경북,예천군,보문면 행정복지센터,36815,경상북도 예천군 보문면 무근열길 3
3117,경북,예천군,용궁면 행정복지센터,36858,경상북도 예천군 용궁면 읍부1길 45
3118,경북,예천군,용문면 행정복지센터,36835,경상북도 예천군 용문면 금당실길 54
3119,경북,예천군,유천면 행정복지센터,36840,경상북도 예천군 유천면 예성로 699-8
3120,경북,예천군,은풍면 행정복지센터,36803,경상북도 예천군 은풍면 은풍로 88
3121,경북,예천군,지보면 행정복지센터,36853,경상북도 예천군 지보면 지보로 126-5
3122,경북,예천군,풍양면 행정복지센터,36865,경상북도 예천군 풍양면 낙상리 165-2
3123,경북,예천군,효자면 행정복지센터,36801,경상북도 예천군 효자면 도효자로 1481
3124,경북,울릉군,울릉읍사무소,40221,경상북도 울릉군 울릉읍 도동길 158
3125,경북,울릉군,북면사무소,40211,경상북도 울릉군 북면 천부2길 15
3126,경북,울릉군,서면사무소,40235,경상북도 울릉군 서면 남양4길 31
3127,경북,울진군,울진읍사무소,36324,경상북도 울진군 울진읍 읍내10길 19
3128,경북,울진군,평해읍 행정복지센터,36366,경상북도 울진군 평해읍 평해로 82
3129,경북,울진군,근남면사무소,36334,경상북도 울진군 근남면 노음4길 6-7
3130,경북,울진군,금강송면사무소,36301,경상북도 울진군 금강송면 삼근1길 23
3131,경북,울진군,기성면사무소,36348,경상북도 울진군 기성면 척산2길 8
3132,경북,울진군,매화면사무소,36339,경상북도 울진군 매화면 매화1길 95
3133,경북,울진군,북면사무소,36305,경상북도 울진군 북면 부구3길 12
3134,경북,울진군,온정면사무소,36358,경상북도 울진군 온정면 소태로 23
3135,경북,울진군,죽변면사무소,36315,경상북도 울진군 죽변면 죽변중앙로 165
3136,경북,울진군,후포면사무소,36370,경상북도 울진군 후포면 삼율로 7-20
3137,경북,의성군,의성읍사무소,37337,경상북도 의성군 의성읍 후죽3길 5
3138,경북,의성군,가음면사무소,37358,경상북도 의성군 가음면 금성현서로 455
3139,경북,의성군,구천면사무소,37367,경상북도 의성군 구천면 소보안계로 1601
3140,경북,의성군,금성면사무소,37354,경상북도 의성군 금성면 탑리길 115
3141,경북,의성군,다인면사무소,37303,경상북도 의성군 다인면 서릉길 37
3142,경북,의성군,단밀면사무소,37374,경상북도 의성군 단밀면 중동단밀로 949
3143,경북,의성군,단북면사무소,37371,경상북도 의성군 단북면 단북다인로 168
3144,경북,의성군,단촌면사무소,37327,경상북도 의성군 단촌면 장터길 23
3145,경북,의성군,봉양면사무소,37362,경상북도 의성군 봉양면 도리원3길 31
3146,경북,의성군,비안면사무소,37364,경상북도 의성군 비안면 강변길 59
3147,경북,의성군,사곡면사무소,37347,경상북도 의성군 사곡면 의성사곡로 973
3148,경북,의성군,신평면사무소,37314,경상북도 의성군 신평면 봉호로 2454
3149,경북,의성군,안계면사무소,37312,경상북도 의성군 안계면 안계길 114
3150,경북,의성군,안사면사무소,37306,경상북도 의성군 안사면 안신로 645
3151,경북,의성군,안평면사무소,37318,경상북도 의성군 안평면 안평의성로 36
3152,경북,의성군,옥산면사무소,37324,경상북도 의성군 옥산면 신감옥산로 1180
3153,경북,의성군,점곡면사무소,37321,경상북도 의성군 점곡면 점곡길 73
3154,경북,의성군,춘산면사무소,37348,경상북도 의성군 춘산면 금성현서로 1481
3155,경북,청도군,청도읍사무소,38338,경상북도 청도군 청도읍 청도신기길 83-7
3156,경북,청도군,화양읍사무소,38334,경상북도 청도군 화양읍 도주관로 159
3157,경북,청도군,각남면사무소,38321,경상북도 청도군 각남면 각남로 74
3158,경북,청도군,각북면사무소,38302,경상북도 청도군 각북면 남산길 26
3159,경북,청도군,금천면사무소,38362,경상북도 청도군 금천면 청려로 4221-9
3160,경북,청도군,매전면사무소,38354,경상북도 청도군 매전면 청려로 3693
3161,경북,청도군,운문면사무소,38367,경상북도 청도군 운문면 청려로 4707
3162,경북,청도군,이서면사무소,38317,경상북도 청도군 이서면 이서로 145-18
3163,경북,청도군,풍각면사무소,38308,경상북도 청도군 풍각면 송서9길 14-8
3164,경북,청송군,청송읍 행정복지센터,37429,경상북도 청송군 청송읍 중앙로 253
3165,경북,청송군,부남면 행정복지센터,37443,경상북도 청송군 부남면 대전로 119
3166,경북,청송군,안덕면 행정복지센터,37451,경상북도 청송군 안덕면 안덕로 82
3167,경북,청송군,주왕산면사무소,37438,경상북도 청송군 주왕산면 이전앞길 1
3168,경북,청송군,진보면 행정복지센터,37405,경상북도 청송군 진보면 진안동2길 4-10
3169,경북,청송군,파천면사무소,37416,경상북도 청송군 파천면 청송로 5544
3170,경북,청송군,현동면사무소,37456,경상북도 청송군 현동면 청송로 2647
3171,경북,청송군,현서면사무소,37462,경상북도 청송군 현서면 구산동로 27
3172,경북,칠곡군,북삼읍사무소,39808,경상북도 칠곡군 북삼읍 인평1길 6
3173,경북,칠곡군,석적읍사무소,39844,경상북도 칠곡군 석적읍 남율로7길 7
3174,경북,칠곡군,왜관읍사무소,39895,"경상북도 칠곡군 석적읍 강변대로 1580, 컨벤션홀 (임시청사)"
3175,경북,칠곡군,가산면사무소,39852,경상북도 칠곡군 가산면 경북대로 1570
3176,경북,칠곡군,기산면사무소,39914,경상북도 칠곡군 기산면 주산로 1213
3177,경북,칠곡군,동명면사무소,39859,경상북도 칠곡군 동명면 금암중앙길 56
3178,경북,칠곡군,약목면사무소,39824,경상북도 칠곡군 약목면 복성1길 15
3179,경북,칠곡군,지천면사무소,39864,경상북도 칠곡군 지천면 신동로 171
3180,경북,포항시 남구,구룡포읍 행정복지센터,37936,경상북도 포항시 남구 구룡포읍 호미로 133
3181,경북,포항시 남구,연일읍 행정복지센터,37852,경상북도 포항시 남구 연일읍 철강로 10
3182,경북,포항시 남구,오천읍 행정복지센터,37912,경상북도 포항시 남구 오천읍 세계길 5
3183,경북,포항시 남구,대송면 행정복지센터,37857,경상북도 포항시 남구 대송면 장동홍계길 19
3184,경북,포항시 남구,동해면 행정복지센터,37926,경상북도 포항시 남구 동해면 일월로 66
3185,경북,포항시 남구,장기면 행정복지센터,37945,경상북도 포항시 남구 장기면 읍내길 99
